id,company,title,url,applyUrl,source,sourceId,roleFamily,newgradStatus,locationText,workplace,remote,remoteScope,reviewLevel,experienceReferences,qualificationPaths,startWindow,startYears,skills,salary,sponsorship,sponsorshipNote,summary,newgradEvidence,aiEvidence,qualificationNote,publishedAt,deadline,verifiedAt,reviewNote
NVIDIA-JR2016032,NVIDIA,"Research Scientist, Generative AI for Physical AI - PhD New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--Generative-AI-for-Physical-AI---PhD-New-College-Grad-2026_JR2016032,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--Generative-AI-for-Physical-AI---PhD-New-College-Grad-2026_JR2016032,Company careers,JR2016032,Research,explicit,"US, CA, Santa Clara",Not stated,False,,curated-source-review,,"[{""degrees"":[""PhD""],""minYears"":null,""experienceType"":""research"",""graduation"":""PhD new college grad 2026"",""graduationYears"":[2026],""evidence"":""Official title explicitly says PhD New College Grad 2026.""}]",Not stated,[],"[{""name"":""robotics"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""generative AI"",""level"":""required"",""alternativeGroup"":null},{""name"":""physical AI"",""level"":""required"",""alternativeGroup"":null}]",[],Not stated,Not stated.,Research generative models at the boundary of digital and physical AI systems.,Official title explicitly says PhD New College Grad 2026.,Posting describes generative models for physical AI and the digital-physical boundary.,The graduate pathway has no stated minimum of full-time industry experience. Research and project requirements still apply. PhD path is explicit; research and model-building conditions remain source-specific.,,,2026-09-21T15:00:00-04:00,"Official NVIDIA Workday detail returned canApply=true, posted=true, Full time, US location, and Apply link on 2026-09-21."
NVIDIA-JR2010161,NVIDIA,"Research Scientist, ML Systems - PhD New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--ML-Systems---New-College-Grad-2026_JR2010161,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--ML-Systems---New-College-Grad-2026_JR2010161,Company careers,JR2010161,Research,explicit,"US, CA, Santa Clara; US, MA, Westford; US, TX, Austin; US, WA, Seattle",Not stated,False,,curated-source-review,,"[{""degrees"":[""PhD""],""minYears"":null,""experienceType"":""research"",""graduation"":""Official title and description specify PhD new graduate; research excellence expected"",""graduationYears"":[2026],""evidence"":""Official title says PhD New College Grad 2026; description says NVIDIA Research seeks a Research Scientist New Graduate.""}]",Not stated,[],"[{""name"":""Distributed systems"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""ML systems"",""level"":""required"",""alternativeGroup"":null},{""name"":""AI/ML infrastructure"",""level"":""required"",""alternativeGroup"":null}]",[],Not stated,Not stated in the posting.,"Research scalable, efficient, resilient ML systems across hardware, software, and infrastructure for training, fine-tuning, and serving.",Official title says PhD New College Grad 2026 and body calls for a Research Scientist New Graduate.,"The posting centers on ML systems, model training/fine-tuning/serving, and AI/ML system scaling and resilience.",PhD new-grad route is explicit; research excellence and depth in at least one systems layer are expected.,,,2026-09-21T15:00:00-04:00,"Official NVIDIA Workday detail returned canApply=true, posted=true, Full time, four US locations, and Apply link on 2026-09-21."
NVIDIA-JR2024900,NVIDIA,"Research Scientist, Networking Research - PhD New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--Networking-Research---PhD-New-College-Grad-2026_JR2024900-1,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Research-Scientist--Networking-Research---PhD-New-College-Grad-2026_JR2024900-1,Company careers,JR2024900,Research,explicit,"US, CA, Santa Clara",Not stated,False,,curated-source-review,,"[{""degrees"":[""PhD""],""minYears"":null,""experienceType"":""research"",""graduation"":""PhD new college grad 2026"",""graduationYears"":[2026],""evidence"":""Official title explicitly says PhD New College Grad 2026.""}]",Not stated,[],"[{""name"":""ML systems"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""networking for AI systems"",""level"":""required"",""alternativeGroup"":null}]",[],Not stated,Not stated.,Conduct networking research supporting scalable AI and ML systems.,Official title explicitly says PhD New College Grad 2026.,Role is in NVIDIA Research networking research and is listed by the official board under new-grad AI research roles.,The graduate pathway has no stated minimum of full-time industry experience. Research and project requirements still apply. PhD path is explicit; detailed research requirements remain in the official JD.,,,2026-09-21T15:00:00-04:00,"Official NVIDIA Workday detail returned canApply=true, posted=true, Full time, US location, and Apply link on 2026-09-21."
NVIDIA-JR2011473,NVIDIA,"Research Scientist, Robotics Research - PhD New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Seattle/Research-Scientist--Robotics-Research----PhD-New-College-Grad-2026_JR2011473,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Seattle/Research-Scientist--Robotics-Research----PhD-New-College-Grad-2026_JR2011473,Company careers,JR2011473,Research,explicit,"US, WA, Seattle",Not stated,False,,curated-source-review,,"[{""degrees"":[""PhD""],""minYears"":null,""experienceType"":""research"",""graduation"":""PhD new college grad 2026"",""graduationYears"":[2026],""evidence"":""Official title explicitly says PhD New College Grad 2026.""}]",Not stated,[],"[{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""robotics"",""level"":""required"",""alternativeGroup"":null}]",[],Not stated,Not stated.,Research robotics technologies for AI-enabled physical systems.,Official title explicitly says PhD New College Grad 2026.,Posting describes NVIDIA robotics research at the intersection of AI and robotics.,The graduate pathway has no stated minimum of full-time industry experience. Research and project requirements still apply. PhD path is explicit; research and robotics qualifications remain source-specific.,,,2026-09-21T15:00:00-04:00,"Official NVIDIA Workday detail returned canApply=true, posted=true, Full time, US Seattle location, and Apply link on 2026-09-21."
NVIDIA-JR2016276,NVIDIA,"Software Engineer, Machine Learning Inference - New College Grad 2026",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Software-Engineer--Machine-Learning-Inference---New-College-Grad-2026_JR2016276-1,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Software-Engineer--Machine-Learning-Inference---New-College-Grad-2026_JR2016276-1,Company careers,JR2016276,ML Infrastructure,explicit,"US, CA, Santa Clara",Hybrid,False,,curated-source-review,,"[{""degrees"":[""Bachelor"",""Master"",""PhD""],""minYears"":null,""experienceType"":""industry"",""graduation"":""2026 new college grad title; no industry-years floor stated"",""graduationYears"":[2026],""evidence"":""Official title says New College Grad 2026; qualifications accept BS, MS, PhD or equivalent.""}]",Not stated,[],"[{""name"":""CUDA"",""level"":""preferred"",""alternativeGroup"":null},{""name"":""TensorRT-LLM"",""level"":""preferred"",""alternativeGroup"":null},{""name"":""C++"",""level"":""required"",""alternativeGroup"":null},{""name"":""Python"",""level"":""required"",""alternativeGroup"":""C++/Python/Rust""}]","[{""min"":108000,""max"":178250,""currency"":""USD"",""period"":""year"",""scope"":""US base salary Level 1""},{""min"":124000,""max"":195500,""currency"":""USD"",""period"":""year"",""scope"":""US base salary Level 2""}]",Not stated,Not stated in the posting.,"Develop TensorRT and TensorRT-LLM inference software in C++, Python, and CUDA for LLM and generative-AI deployment.","Official title explicitly says New College Grad 2026; BS, MS, PhD or equivalent accepted.","Role designs inference optimizations for deep-learning models, LLMs, and generative-AI applications.","Degree path is broad; software development on a large codebase is required, with ML/CUDA/inference frameworks preferred.",,,2026-09-21T15:00:00-04:00,"Official NVIDIA Workday detail returned canApply=true, posted=true, Full time, US location, and Apply link on 2026-09-21. Displayed acceptance date is earlier than verification date; live board still marks the record applicable."
openai-ashby-4acc3515-887f-4bc9-8c2a-00f36ae480c3,OpenAI,Agent Post-Training Research,https://jobs.ashbyhq.com/openai/4acc3515-887f-4bc9-8c2a-00f36ae480c3,https://jobs.ashbyhq.com/openai/4acc3515-887f-4bc9-8c2a-00f36ae480c3,Ashby,4acc3515-887f-4bc9-8c2a-00f36ae480c3,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-bb90d497-06ef-4bb9-878a-e797a19cd834,OpenAI,"Agent Post-Training, API & Power Users",https://jobs.ashbyhq.com/openai/bb90d497-06ef-4bb9-878a-e797a19cd834,https://jobs.ashbyhq.com/openai/bb90d497-06ef-4bb9-878a-e797a19cd834,Ashby,bb90d497-06ef-4bb9-878a-e797a19cd834,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],[],[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-6897d024-88c1-43ed-adb8-5d2fc5eec984,OpenAI,"Agent Post-Training, Artifacts Research",https://jobs.ashbyhq.com/openai/6897d024-88c1-43ed-adb8-5d2fc5eec984,https://jobs.ashbyhq.com/openai/6897d024-88c1-43ed-adb8-5d2fc5eec984,Ashby,6897d024-88c1-43ed-adb8-5d2fc5eec984,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-34c2ed3f-840f-4a68-9a00-0a0606660abf,OpenAI,"Agent Post-Training, Computer Use Research",https://jobs.ashbyhq.com/openai/34c2ed3f-840f-4a68-9a00-0a0606660abf,https://jobs.ashbyhq.com/openai/34c2ed3f-840f-4a68-9a00-0a0606660abf,Ashby,34c2ed3f-840f-4a68-9a00-0a0606660abf,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-ab9adae3-54b5-457e-9938-77d3278d91a5,OpenAI,"Agent Post-Training, Connectors Research",https://jobs.ashbyhq.com/openai/ab9adae3-54b5-457e-9938-77d3278d91a5,https://jobs.ashbyhq.com/openai/ab9adae3-54b5-457e-9938-77d3278d91a5,Ashby,ab9adae3-54b5-457e-9938-77d3278d91a5,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-df3edefb-6a8b-4ef6-b183-b3f96051783e,OpenAI,"Agent Post-Training, Context Research",https://jobs.ashbyhq.com/openai/df3edefb-6a8b-4ef6-b183-b3f96051783e,https://jobs.ashbyhq.com/openai/df3edefb-6a8b-4ef6-b183-b3f96051783e,Ashby,df3edefb-6a8b-4ef6-b183-b3f96051783e,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-9d72171e-2630-4347-83a1-263178644282,OpenAI,"Agent Post-Training, Frontier Evals and Environments Research",https://jobs.ashbyhq.com/openai/9d72171e-2630-4347-83a1-263178644282,https://jobs.ashbyhq.com/openai/9d72171e-2630-4347-83a1-263178644282,Ashby,9d72171e-2630-4347-83a1-263178644282,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-3302ceaf-f6ca-4803-9846-7fff7ad48a0d,OpenAI,"Agent Post-Training, Personality",https://jobs.ashbyhq.com/openai/3302ceaf-f6ca-4803-9846-7fff7ad48a0d,https://jobs.ashbyhq.com/openai/3302ceaf-f6ca-4803-9846-7fff7ad48a0d,Ashby,3302ceaf-f6ca-4803-9846-7fff7ad48a0d,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-b2250643-bfd0-4ce6-abbf-cb7e8c8123ba,OpenAI,"AI Infrastructure Engineer, pAGI",https://jobs.ashbyhq.com/openai/b2250643-bfd0-4ce6-abbf-cb7e8c8123ba,https://jobs.ashbyhq.com/openai/b2250643-bfd0-4ce6-abbf-cb7e8c8123ba,Ashby,b2250643-bfd0-4ce6-abbf-cb7e8c8123ba,ML Infrastructure,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],[],[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-de06790a-7243-4e33-a6f1-e7bd34009588,OpenAI,"AI Systems Engineer, Codex Agents",https://jobs.ashbyhq.com/openai/de06790a-7243-4e33-a6f1-e7bd34009588,https://jobs.ashbyhq.com/openai/de06790a-7243-4e33-a6f1-e7bd34009588,Ashby,de06790a-7243-4e33-a6f1-e7bd34009588,ML Infrastructure,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-577e6673-0a4a-491b-9a0d-facbdd3bdf3c,OpenAI,"Applied AI Engineer, Codex Core Agent",https://jobs.ashbyhq.com/openai/577e6673-0a4a-491b-9a0d-facbdd3bdf3c,https://jobs.ashbyhq.com/openai/577e6673-0a4a-491b-9a0d-facbdd3bdf3c,Ashby,577e6673-0a4a-491b-9a0d-facbdd3bdf3c,AI Applications,unclear,"San Francisco; New York City; Seattle; London, UK",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering applications or workflows that use AI models.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies AI Applications work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-4a13c764-18c3-4076-ac87-29e05491be07,OpenAI,"Machine Learning Engineer, Distributed Data Systems - Robotics",https://jobs.ashbyhq.com/openai/4a13c764-18c3-4076-ac87-29e05491be07,https://jobs.ashbyhq.com/openai/4a13c764-18c3-4076-ac87-29e05491be07,Ashby,4a13c764-18c3-4076-ac87-29e05491be07,ML Infrastructure,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-ecf1abec-898c-4acb-a984-42858836a1ff,OpenAI,"Machine Learning Engineer, Integrity",https://jobs.ashbyhq.com/openai/ecf1abec-898c-4acb-a984-42858836a1ff,https://jobs.ashbyhq.com/openai/ecf1abec-898c-4acb-a984-42858836a1ff,Ashby,ecf1abec-898c-4acb-a984-42858836a1ff,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
openai-ashby-80f9f564-d789-47bc-91c3-3babf5a1a33d,OpenAI,"Machine Learning Engineer, Monetization AI/ML",https://jobs.ashbyhq.com/openai/80f9f564-d789-47bc-91c3-3babf5a1a33d,https://jobs.ashbyhq.com/openai/80f9f564-d789-47bc-91c3-3babf5a1a33d,Ashby,80f9f564-d789-47bc-91c3-3babf5a1a33d,ML Engineering,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
